"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",-2.88160350759269e-06,-1.11331209754256e-06,-9.42280132525519e-08,5.28565461614579e-07,2.21637737671288e-07,2.21997344869616e-06,2.76043475616704e-06,-2.16345203829041e-06,1.37418725212868e-05,1.93347727461921e-06,1.68017026213382e-06,-2.30714094216385e-06
"2",6.86509512714569e-07,9.01421999743088e-07,1.90057867961745e-06,1.3150773155985e-05,1.22869832548349e-05,2.20083578937076e-06,7.59928736229052e-06,1.12083901395619e-05,1.21050860861391e-05,8.04242872997626e-06,2.85551956833826e-06,2.78211301054692e-06
"3",-4.15158066654505e-06,-3.32802554592063e-06,-5.18295050228624e-06,1.25262313146288e-05,1.13365026874415e-05,8.28382499575458e-06,7.93742243467437e-06,1.11977260973684e-05,1.496242355827e-05,-5.93131592997844e-06,1.75335454890133e-05,-5.16431947188666e-06
"4",-6.04706994841948e-05,-4.6180167580564e-06,2.7774103637438e-06,3.152497053589e-05,0.00014125261144828,7.97029869251296e-05,7.10978505976728e-05,9.40389071172028e-05,7.36876566193838e-05,1.22923500410119e-05,6.35486179680738e-05,0.000102275812482919
"5",3.2549049627855e-05,-4.83586498797148e-06,-4.50970187480097e-05,8.76618931677655e-05,4.80405063350736e-05,0.000104198302844706,0.000147337964916467,0.000160478817427971,0.000214142325549262,1.48058998130408e-05,0.000123804681383078,3.13534034551771e-05
"6",3.21127275618692e-05,-1.68145536086076e-05,4.36755371604636e-05,7.89534680869752e-06,9.28894624173982e-05,3.28367845627337e-05,9.84355488399437e-06,4.34274754239407e-05,0.000168733032664564,0.000105000383633841,4.49653182703233e-05,8.31843324126522e-05
"7",-7.84821933983112e-06,-5.45985432763475e-05,-7.72810812236948e-05,0.000124971094694658,6.87911931317589e-05,8.3361055236167e-05,7.85611805313998e-05,0.000135985681547414,4.9779965798389e-05,-9.3484533254983e-05,5.824422571657e-06,5.9317604556849e-05
"8",-2.42500140374696e-05,-3.59365963452178e-06,-1.42448774205877e-05,0.000151368635666946,0.000157045525342185,0.000108442943501267,0.000167256410739357,3.5568571152878e-05,0.000189337524716943,0.00023430211145932,9.13891189792088e-05,9.50807141007368e-05
"9",3.17413360246511e-07,-6.40130615789183e-05,-5.34899243237653e-06,0.000160577038643138,7.84755963245202e-05,2.01963897836226e-05,5.60341131466476e-05,4.54636217833734e-05,3.23879937786508e-05,2.32094266102567e-05,7.19505243601634e-06,0.000138172680923099
"10",-6.85859675885493e-05,8.75726201015998e-05,3.13114232617037e-06,3.57326606908937e-05,5.04579534337492e-05,8.34768880707754e-05,0.000128622855184794,0.000222561646140854,0.000213141945401051,-3.40198848480409e-05,9.52289733236195e-05,4.56188494997042e-05
"11",-6.8673174829679e-05,-5.82215483023684e-05,-2.16317536322654e-05,5.97078004372359e-06,6.41608362070569e-05,3.25549223830952e-05,-2.36544137181827e-05,-1.61705351649186e-05,7.9076454559692e-05,2.51210383699309e-05,8.55902005254127e-05,9.34670426605025e-05
"12",-1.44025727256636e-05,1.23997097208621e-05,2.77533483429842e-05,3.0291240576432e-05,0.000156714830017358,7.71563859919779e-05,0.000120687587665477,0.000261919263334409,0.000251736068684292,6.77398802100042e-05,8.05906508927829e-05,5.55060064095119e-05
"13",-9.27229008255946e-05,-8.54822971518428e-05,1.51380062580244e-05,5.88637117702614e-05,4.35659824159086e-05,0.000103506671793048,4.94715370933481e-05,0.000111377764330959,2.80365079898381e-05,7.08050717838047e-05,4.52153601672334e-05,-6.11572374791321e-06
"14",-4.5625650550869e-05,-8.99015225181687e-05,-4.7644346011122e-05,0.000212751129356215,0.000235622213945533,0.000129504570304024,4.62388997709704e-05,0.000132232262161706,0.00011320059108601,-8.09190588221311e-06,9.30372393486042e-05,3.41831247695427e-05
"15",-3.7134020519406e-05,1.1489125886347e-05,-2.98955792772511e-06,5.52754774849741e-05,5.50273749678615e-05,8.75806367051567e-05,4.4549267012957e-06,0.000145977417277338,0.000100872990926406,5.03959678167006e-05,-5.76339751807521e-05,7.35128056844276e-05
"16",-4.17538495067516e-05,-1.07440129592518e-05,2.04067930800178e-05,5.67616948394708e-05,3.1713855156236e-06,6.07812707609989e-05,2.88842614578029e-06,7.64480737317496e-05,0.000114535912897584,-6.09105436605071e-05,8.72072319009002e-05,3.02760175622561e-05
"17",-6.24464785161603e-05,-6.85120032776042e-06,-6.71216962025208e-06,9.52340771512906e-05,0.000102746095462878,9.17442183007362e-05,-2.05226256132108e-05,0.000122252958235793,5.11400269207391e-05,1.39081515088377e-05,-6.05277036299025e-05,0.000130055426499634
"18",-3.77810747498965e-05,-2.17644670719112e-05,-4.17107715201858e-05,0.000118719380806205,-3.32908398115521e-05,5.110176551882e-05,0.000145438501491715,2.70151979602098e-05,0.000115083616810999,-3.89475703538934e-05,0.000160432578949515,1.91819185465934e-05
"19",-4.14895938407017e-05,-4.0962337365874e-05,-1.9525931767475e-05,0.000120935408341861,0.000100625616033248,0.000147890722708917,7.66253630349043e-05,0.000271090781744624,0.00012298540556706,-7.21082902147231e-05,0.000135005099076774,0.000134920077213826
"20",-5.27634945014725e-05,8.67932302442708e-06,-3.82153323840116e-05,8.96328962811274e-05,4.18887084564968e-05,6.11188050943785e-06,0.000149046453816338,8.90883932753884e-05,9.56458220025725e-05,-0.000119215943885715,0.000187814547396116,4.78615158089865e-05
"21",-7.91440265392405e-05,-2.0959799825872e-05,1.54997969206848e-05,0.000143623452908088,-8.65032840831894e-07,0.000141901523115296,7.93069842874201e-05,0.000101706604348359,0.000142979636019848,3.51433001920479e-05,5.65418120651425e-05,5.258215604826e-05
"22",3.4063081612055e-05,-2.82840037828002e-05,-3.61596724982032e-05,9.8321288482264e-05,0.000104174377119857,9.23820045723152e-05,0.000199745501175696,0.000150922876134857,4.52872241028787e-05,1.41408252605061e-05,0.000135895921834499,-6.27045810426339e-05
"23",-3.27762223596513e-06,-3.06885359716083e-05,-1.45777171935595e-05,0.000196858369637957,9.28957392849457e-05,0.000146108999681804,-1.08281457797604e-05,0.000141671319819296,9.95866528460704e-05,0.00014215103893703,3.71542639796063e-05,9.49098205156958e-05
"24",9.60476459678041e-06,1.02786218822023e-05,-7.12292056370276e-05,5.70778906676049e-05,-1.39420406174646e-05,4.06413647110721e-05,4.84942780286214e-05,5.74381810230607e-05,0.000125150815749888,-1.6420134414996e-05,-8.06044961751544e-06,3.53571894355978e-05
"25",1.43970262179355e-05,1.99015223885174e-05,-2.20171864771801e-05,7.15872257287896e-05,0.000218523441894058,7.93637483429634e-05,4.20912244848779e-05,0.000162343906549998,0.000208676046917607,7.28102846448718e-05,-3.03818922756263e-05,8.7486627789767e-05
"26",-2.85173677596344e-05,2.49691770630985e-05,-2.12067290716087e-05,-3.17758004818887e-06,0.000191740231050345,8.22025783082043e-05,1.82213778622263e-05,2.94542249734236e-05,0.000168643560737868,5.95960327178689e-05,-3.96803778330021e-05,0.000108459950240266
"27",-3.74592968089396e-06,1.17387247916193e-05,-6.02397994123311e-06,0.00011338180575079,5.99901270293662e-05,2.71014346625873e-05,6.54006942318352e-05,0.000134728496679435,0.00020587863372849,6.89784424843542e-05,0.000113171114886062,9.61997601307046e-05
