"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.000177797063175747,0.00026105920976463,0.000394518621608875,0.000545228868019785,0.000407089154614789,0.000502994054777312,0.000618582331378792,0.000583686459194635,0.00048482396998618,0.00116154861917652,0.000592550067917944,0.000510542214906654
"2",0.000159970564464938,0.00023622304250456,0.000322872194326377,0.000559180288855573,0.000443435429727334,0.000537579075754221,0.000620929521868511,0.000582844996603545,0.000513699987372396,0.000964810656840012,0.000648384586184925,0.000651611542330603
"3",0.000160717660641996,0.000240871789711068,0.000316393416429432,0.000568684043471274,0.00044602378887096,0.000439712899615376,0.000653146186620315,0.000552151993228265,0.000448261528498105,0.0007539511963663,0.000560910936109842,0.000490110330079527
"4",0.0114913087498616,0.0127769848987242,0.00680238730494468,0.0142817308589314,0.00824579759257025,0.00721806015839544,0.00858318956537408,0.00828778361045785,0.00576023726022546,0.00959749196108748,0.00721533477749739,0.00629750090033544
"5",0.00181307719377022,0.00353796573510123,0.00295341469134406,0.00336980807321649,0.00318562313244879,0.00314266259717536,0.00273177502288542,0.00357799860272599,0.00288095289101337,0.00371981056562512,0.00316693890218102,0.00313074592837855
"6",0.000302891164880921,0.00062315804879663,0.000527508692951138,0.000769656373235489,0.000683743272984797,0.000658102808006286,0.000804575330343712,0.000717375037639273,0.000681559754715537,0.00104750084579385,0.000695849600382141,0.000672833651925375
"7",0.000191502312358456,0.000281458266239965,0.000310130200162918,0.000572596347387513,0.00044334204379304,0.000555225210343107,0.000713491242859323,0.000566990926774002,0.000556444534521163,0.000810897074581606,0.000587312607464437,0.000626154986219686
"8",0.000160353625136343,0.000237922708016865,0.000314836497332419,0.000569683754480079,0.000454405756102248,0.000456959925247359,0.000751344661466648,0.000538389848849512,0.000526594126813056,0.000742082458243673,0.000603908430359156,0.00052578852936254
"9",0.000158280789682143,0.000281899558362727,0.000282162466808881,0.000540789385227578,0.000484438710301568,0.00052842835849349,0.000748030079582621,0.000564870669563063,0.000513183460608686,0.00066483204103136,0.000679120660272159,0.000622327770883488
"10",0.000166603821897668,0.000265111642791382,0.000348100322745829,0.000500997185748588,0.000462289980653087,0.000565972933565316,0.000680727244744558,0.000652073080403507,0.000547127926946196,0.00101393034980912,0.000726986953697145,0.000531936304199778
